text;Labeling;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
"Wakil Rakyat me wakili rakyat Bapak2 juga yang mengesahkan UU pemubaran Ormas yang bertentangan dengan Pancasila.
J… https://t.co/iqRVPKXrG7";Positive;;;
"RT @barep05: Siapa dulu... Presidenkuh <U+0001F44D><U+0001F44D>
Berangus Ulama intoleran dan radikal.
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat 
Su…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
"RT @ArdianZA__: Hasil survei menunjukkan 91,4% puas kinerja Jokowi dan lega MRS di Tangkap dan FPI di bubarkan

Hanya org gak waras yg tdk…";Positive;;;
"RT @OposisiCerdas: Ini Alasan BEM Universitas Indonesia Kritisi Pembubaran FPI
https://t.co/zhkn9HZkmv";Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
"NU Dukung Keputusan Pemerintah Membubarkan FPI    

Alhamdulillah semua elemen mendukung pembubaran FPI
Lawan Hoax… https://t.co/DF9lwVoQHo";Positive;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
@undipmenfess riset pembubaran FPI ditinjau dari HAM dan UU yang ada ,apakah mekanisme yg dilakukan pemerintah sudah tepat atau belum;Positive;;;
RT @siregar0308: Dia juga menduga pembubaran FPI ada kaitannya dengan kekalahan Basuki Tjahaja Purnama alias Ahok dalam Pilkada DKI Jakarta…;Positive;;;
"Dari sekian banyak masyarakat di tanah air hanya segelintir yang tidak setuju dengan pembubaran FPI 

Lawan Hoax Ne… https://t.co/2mGuizCFPs";Negative;;;
https://t.co/VNy6WVPruy https://t.co/kDN2Hd63LZ;Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
RT @siregar0308: Sebelumnya, Mahfud MD mengumumkan pembubaran FPI pada 30 Desember 2020. Sebab, sejak 21 Juni 2019 secara de jure telah bub…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
@geloraco Kita sepakat #BubarkanPDIP lindungi negara dari garong!! RT @geloraco: Sepakat Pembubaran FPI, Masinton:… https://t.co/LrhFfMKiwl;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
@Reiza_Patters Baru Sampe waketum gerindra setuju pembubaran FPI...;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Positive;;;
RT @siregar0308: Dia juga menduga pembubaran FPI ada kaitannya dengan kekalahan Basuki Tjahaja Purnama alias Ahok dalam Pilkada DKI Jakarta…;Positive;;;
RT @siregar0308: Sebelumnya, Mahfud MD mengumumkan pembubaran FPI pada 30 Desember 2020. Sebab, sejak 21 Juni 2019 secara de jure telah bub…;Positive;;;
"Pembubaran FPI melanggar hukum, menodai demokrasi, melanggar ham ???? MBELGEDESSSS !!!!!

#MasyarakatTolakFPIBaru… https://t.co/DHRq4TJaJU";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
HMI MENYATAKAN SIKAP ANTI FPI DAN MENDUKUNG PEMBUBARAN ORGANISASI ANTI NEGARA https://t.co/oe7HTcQHST;Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @Resty23189880: BEM UI: Cabut SKB Pembubaran FPI Dan Maklumat Polri Yang Melarang Konten FPI!

https://t.co/R46zYcwwa6 https://t.co/e9A1…";Negative;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
"RT @SirianaGde: Bubarin FPI blunder besar Jokowi
https://t.co/OjAhhhQmu9";Negative;;;
"Masyarakat pun setuju dengan pembubaran FPI, mereka melihat selama ini FPI hanya membuat masalah di tanah air.

Law… https://t.co/oT88YbVW7g";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Negative;;;
"RT @barep05: Siapa dulu... Presidenkuh <U+0001F44D><U+0001F44D>
Berangus Ulama intoleran dan radikal.
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat 
Su…";Positive;;;
RT @tribunnews: Dituduh Dukung FPI, BEM UI: Kami Fokus Kebijakan Pembubaran Ormas Tanpa Peradilan https://t.co/84HBUOT5yK via @tribunnewswi…;Negative;;;
"Pernyataan dukungan dari berbagai kalangan Tokoh Kota Mojokerto Terkait Pembubaran FPI.

#fpidibubarkan… https://t.co/dS6CN6Xo1O";Positive;;;
"Pernyataan dukungan dari berbagai kalangan Tokoh Kota Mojokerto Terkait Pembubaran FPI.

#fpidibubarkan… https://t.co/uJ5VkzR0qq";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @HisyamMochtar: Jika pembubaran FPI karena dituduh anggotanya ada yang terlibat terorisme. Apa salahnya bubarkan PDIP karena banyak kade…;Negative;;;
"RT @ayahnyafaris_id: Pdhl FPI tidak merasa didukung BEM UI, 5 Poin yg dikritisi teman² BEM UI adl ""Proses Pembubaran Tanpa Peradilan"", buka…";Negative;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Negative;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Negative;;;
"@fahiraidris pejabat seperti ibu aja kena, apalagi orang2 biasa???
Tapi lihatlah, tanpa malu NGAKU pemerintahan jun… https://t.co/kJH8bPRUdl";Negative;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"Menyoal Peran Pemimpin Tertinggi NKRI Terkait Pembubaran FPI  by Dr. marwan Batubara
https://t.co/pT9HIbv5Ij
#MengawalTujuanBernegara #FNN";Positive;;;
#PKB Jawab Tudingan Amien Rais soal Pembubaran FPI - Warta Ekonomi  https://t.co/FBMfpU8Gox #Demokrasi #Indonesia;Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
#Tanggapi Silang Pendapat Pembubaran FPI, Fraksi DPIP: Kebijakan itu Demi Kesatuan NKRI - Pikiran Rakyat Tasikmalay… https://t.co/FmzmqGKwQZ;Positive;;;
#Pembubaran FPI dan Dilema Demokrasi - detikNews  https://t.co/wQoOyETsjR #Demokrasi #Indonesia;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
RT @muannas_alaidid: Keputusan pemerintah sudah pas soal pembubaran FPI sesuai dengan prinsip demokrasi dan konstitusional, ngapain ribut.…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @geloraco: Luruskan Pernyataan Kadernya, Arya Kharisma: PB HMI Tidak Pernah Mendukung Pembubaran FPI
https://t.co/raUCEDmBQp";Negative;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
RT @suryamakmurnas3: Selamat Datang 2021. Ayo tuntaskan, Peristiwa 1, Penembakan 6 Laskar FPI, 2. Penahanan IB HRS, 3. Pembubaran FPI. 4. K…;Negative;;;
RT @HisyamMochtar: Jika pembubaran FPI karena dituduh anggotanya ada yang terlibat terorisme. Apa salahnya bubarkan PDIP karena banyak kade…;Negative;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"Biar Bebas Merampok Uang Rakyat
https://t.co/3me2nbgMvB";Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
Deklarasi Front Persatuan Islam. Karo Penmas Divisi Humas Polri Brigjen Rusdi mengatakan, pembubaran akan dilakukan… https://t.co/yhKnVu2ntc;Negative;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @WidyoLita: Sekjen MUI :
""Soal pembubaran FPI, bina dgn merangkul, bukan memukul"".

Sy setuju pak. Rangkul &amp; jgn memukul. Itu berlaku ut…";Negative;;;
"RT @RETHA_Monicaa: Survei Charta Politica &amp; SMRC menunjukkan hasil bhw, masyarakat menjwb setuju dgn pembubaran FPI. 
FPI dinilai kerap mel…";Positive;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"RT @dimars525: #BasmiKelompokProTerorisme
Banyak pihak yang mendukung keputusan ini namun banyak juga yang mempertanyakan khususnya dari se…";Positive;;;
"RT @jitoe02: NasDem soal Pembubaran FPI: Ada Bukti Dukung ISIS

Lawan Hoax Neo FPI &amp; Kovid
#BasmiKelompokProTerorisme

https://t.co/DsiStd9…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"BEM UI Protes SKB Pembubaran FPI, FH: tak Usah Gusar, Mereka Tolak UU Cipta Kerja Negara Tetap Jalan
Lawan Hoax Neo… https://t.co/65RgebKUf4";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Negative;;;
"RT @selfmirror_: 2. Pernyataan ini menanggapi adanya aksi deklarasi ormas Front Persatuan Islam (FPI).

Karo Penmas Divisi Humas Polri Brig…";Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @RETHA_Monicaa: Survei Charta Politica &amp; SMRC menunjukkan hasil bhw, masyarakat menjwb setuju dgn pembubaran FPI. 
FPI dinilai kerap mel…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @muannas_alaidid: Keputusan pemerintah sudah pas soal pembubaran FPI sesuai dengan prinsip demokrasi dan konstitusional, ngapain ribut.…;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
Keputusan pemerintah sudah pas soal pembubaran FPI sesuai dengan prinsip demokrasi dan konstitusional, ngapain ribu… https://t.co/N6EeqgepVp;Positive;;;
"Yang ANTI DEMOKRASI ngomongin DEMOKRASI???
Ga malu??? Di rezim junjunganmu inilah DEMOKRASI jadi MATI!!!
https://t.co/Yc4ziTUnRW";Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
RT @NatasyaCaca17: sebaiknya perdebatan terkait legal atau tidaknya pembubaran ini disudahi, karena keputusan pemerintah tentunya sudah mel…;Positive;;;
RT @NatasyaCaca17: Pembubaran FPI ini sudah sangat komprehensif, jadi marilah kita akhiri perdebatan tentang dasar hukum, aturan, metode da…;Positive;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"RT @RETHA_Monicaa: Survei Charta Politica &amp; SMRC menunjukkan hasil bhw, masyarakat menjwb setuju dgn pembubaran FPI. 
FPI dinilai kerap mel…";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"RT @conan_idn: Kalau kapasitas otak gak peduli bahkan gak paham demokrasi, ya pasti kalian @BEMUI_Official akan dituduh macam2.
Ya sudahlah…";Positive;;;
"RT @RETHA_Monicaa: Survei Charta Politica &amp; SMRC menunjukkan hasil bhw, masyarakat menjwb setuju dgn pembubaran FPI. 
FPI dinilai kerap mel…";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @SirianaGde: Bubarin FPI blunder besar Jokowi
https://t.co/OjAhhhQmu9";Negative;;;
Sahroni Minta Perdebatan soal Pembubaran FPI Diakhiri https://t.co/8jhlHz9gqi;Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"RT @Resty23189880: BEM UI: Cabut SKB Pembubaran FPI Dan Maklumat Polri Yang Melarang Konten FPI!

https://t.co/R46zYcwwa6 https://t.co/e9A1…";Negative;;;
"RT @DSutiyanti: Survei Membuktikan, Publik Puas Terhadap Jokowi Serta Lega HRS Ditangkap Diiringi Pembubaran FPI

Puas banget, lihat fadliz…";Positive;;;
"RT @jitoe02: NasDem soal Pembubaran FPI: Ada Bukti Dukung ISIS

Lawan Hoax Neo FPI &amp; Kovid
#BasmiKelompokProTerorisme

https://t.co/DsiStd9…";Negative;;;
"RT @m1n4_95: Klarifikasi Forkabi Kalideres Atas Spanduk Dukungan Bubarnya FPI

Jika ada dan banyak spanduk terpasang berbunyi mendukung pem…";Positive;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Negative;;;
"RT @DSutiyanti: Survei Membuktikan, Publik Puas Terhadap Jokowi Serta Lega HRS Ditangkap Diiringi Pembubaran FPI

Puas banget, lihat fadliz…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @barep05: Siapa dulu... Presidenkuh <U+0001F44D><U+0001F44D>
Berangus Ulama intoleran dan radikal.
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat 
Su…";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"#BasmiKelompokProTerorisme
Ferdinand Hutahaean menyebut agar tidak gusar dengan penolakan BEM UI atas SKB pembubara… https://t.co/n25Qyt6Ul2";Negative;;;
"#BasmiKelompokProTerorisme
Sahroni Minta Perdebatan soal Pembubaran FPI Diakhiri
https://t.co/PdGgJuezLl";Positive;;;
"RT @RETHA_Monicaa: FPI dibubarkan karena sering melanggar hukum. 

Pembubaran FPI bukan berarti pemerintah anti Islam, masih banyak organis…";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
RT @LisaAmartatara3: Kmrn dikirimi link dari @Mr_cosanostra ttg pembubaran FPI, gak percaya,tp memang mgk sdh TAKDIR nya bhw Front Pembela…;Positive;;;
"#BasmiKelompokProTerorisme
SKB tersebut tidak membubarkan organisasi seperti halnya pembubaran HTI, namun secara su… https://t.co/F7gJKGVR2I";Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
"RT @jitoe02: Pakar Kaitkan Pembubaran FPI dengan Kalahnya Ahok di Pilkada, Ferdinand: Dagelan, tak Layak Didengar

Lawan Hoax Neo FPI &amp; Kov…";Positive;;;
"Sumber : https://t.co/175SB2YskB

https://t.co/Ufde7xiRXs

https://t.co/aKmzRtzELD https://t.co/0dIcQHVrT7";Negative;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
RT @demokrasiambyar: Stlh hiruk pikuk pembubaran   Ormas FPI berakhir dg SKB, yg sdikit byknya perhatian rakyat teralihkan dari pengusutan…;Negative;;;
